[run number],SimplePond,last-day,birth_pulses,ini-tadpoles-per-pondpatch,Bd-inf-tadpoles-per-infpondpatch,inf-ponds,tad-mort,meta-mort,t-movement,m-land,baseline_smax,baseline_spn_clearance,baseline_est,baseline_shedding,v-efficacy,v-coverage,vaccination-day,relative_variation,natural_imm_efficacy,c_smax,c_clear,c_est,c_shedding,[step],count metamorphs,prop_deaths_due_to_bd,avg_spn_inten_metas,median_spn_inten_metas,metas_prev,aggregation_inten_metas,realized-coverage,total-zsp-density,control_spn_median,relative_spn_median,control_spn_mean,rel_spn_mean
1,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.095,0,90,249,0.059139785,36.1147541,17,0.995983936,98.25479285,0,126550,194.5,-0.912596401,221.2818357,-0.836792957
2,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.095,0,90,0,0.747368421,0,0,0,0,0,893069,194.5,-1,221.2818357,-1
3,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.095,0,90,202,0.034965035,24.31088083,12,0.98019802,68.04080971,0,62427,194.5,-0.938303342,221.2818357,-0.890136121
4,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.095,0,90,199,0.069364162,106.678392,87,1,51.46211848,0,188317,194.5,-0.552699229,221.2818357,-0.517907145
5,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.095,0,90,184,0.337037037,246.1086957,208,1,51.76760631,0,449633,194.5,0.06940874,221.2818357,0.112195652
6,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.095,0,90,238,0.026737968,29.83116883,14,0.991596639,100.6138214,0,86889,194.5,-0.928020566,221.2818357,-0.865189256
7,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.095,0,90,96,0.5625,395.2708333,397,1,10.81696594,0,685495,194.5,1.041131105,221.2818357,0.786277812
8,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.095,0,90,41,0.561253561,427.8780488,436,1,6.064718121,0,621536,194.5,1.241645244,221.2818357,0.933633854
9,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.095,0,90,165,0.143518519,189.4545455,166,1,42.45985675,0,257309,194.5,-0.146529563,221.2818357,-0.143831463
10,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.095,0,90,188,0.194444444,139.5159574,90,1,89.98740444,0,285485,194.5,-0.537275064,221.2818357,-0.369510123
11,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.095,0,90,0,0.752427184,0,0,0,0,0,917031,194.5,-1,221.2818357,-1
12,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.095,0,90,129,0.395604396,285.4573643,265,1,23.15806692,0,489797,194.5,0.362467866,221.2818357,0.290017156
13,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.095,0,90,178,0.313953488,254.3595506,219,1,49.38822679,0,464899,194.5,0.12596401,221.2818357,0.149482287
14,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.095,0,90,23,0.62278481,439.4782609,441,1,7.553971652,0,765958,194.5,1.267352185,221.2818357,0.986056648
15,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.095,0,90,126,0.482269504,367.1428571,370,1,14.80372918,0,562955,194.5,0.902313625,221.2818357,0.659164007
16,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.095,0,90,245,0.095477387,90.6244898,66,1,62.50216999,0,167813,194.5,-0.66066838,221.2818357,-0.590456716
17,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.095,0,90,37,0.583113456,432.1891892,426,1,8.178624782,0,683988,194.5,1.190231362,221.2818357,0.953116431
18,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.095,0,90,148,0.225988701,237.3648649,214,1,33.62899628,0,331514,194.5,0.100257069,221.2818357,0.072681199
19,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.095,0,90,236,0.103960396,93.16949153,73,1,49.2986333,0,185508,194.5,-0.624678663,221.2818357,-0.578955538
20,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.095,0,90,111,0.477987421,357.4864865,348,1,12.59642604,0,599800,194.5,0.789203085,221.2818357,0.615525673
21,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.095,0,90,169,0.316546763,246.5147929,227,1,30.36479161,0,461830,194.5,0.167095116,221.2818357,0.114030856
22,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.095,0,90,165,0.34375,228.8969697,196,1,48.63321446,0,441002,194.5,0.007712082,221.2818357,0.034413733
23,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.095,0,90,1,0.681710214,0,0,0,0,0,821560,194.5,-1,221.2818357,-1
24,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.095,0,90,142,0.330275229,305.4084507,290,1,28.36439392,0,463053,194.5,0.491002571,221.2818357,0.380178584
25,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.095,0,90,179,0.087837838,129.3463687,106,1,46.21492931,0,181596,194.5,-0.455012853,221.2818357,-0.415467753
26,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.182,0,90,178,0.410526316,311.8764045,298.5,1,23.17978363,0,474621,194.5,0.53470437,221.2818357,0.409408068
27,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.182,0,90,185,0.248062016,179.772973,147,1,52.61244696,0,344992,194.5,-0.244215938,221.2818357,-0.187583688
28,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.182,0,90,0,0.70471464,0,0,0,0,0,808279,194.5,-1,221.2818357,-1
29,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.182,0,90,115,0.465517241,358,354,1,14.38768009,0,572444,194.5,0.820051414,221.2818357,0.617846304
30,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.182,0,90,4,0.665745856,493.25,501.5,1,1.427774962,0,683090,194.5,1.57840617,221.2818357,1.229057791
31,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.182,0,90,0,0.761111111,0,0,0,0,0,838860,194.5,-1,221.2818357,-1
32,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.182,0,90,68,0.572727273,429.8676471,432.5,1,8.014400475,0,661366,194.5,1.223650386,221.2818357,0.942625095
33,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.182,0,90,186,0.251879699,198.1774194,170,1,44.87693607,0,364239,194.5,-0.12596401,221.2818357,-0.104411717
34,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.182,0,90,3,0.676646707,488,493,1,1.702868852,0,701690,194.5,1.53470437,221.2818357,1.205332392
35,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.182,0,90,262,0,0,0,0,0,0,23573,194.5,-1,221.2818357,-1
36,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.182,0,90,218,0.111111111,117.5917431,87.5,1,63.32785246,0,213416,194.5,-0.550128535,221.2818357,-0.46858836
37,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.182,0,90,147,0.47037037,303.537415,294,1,20.23556241,0,525696,194.5,0.511568123,221.2818357,0.371723142
38,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.182,0,90,132,0.472131148,340.1515152,331,1,20.73936517,0,563240,194.5,0.701799486,221.2818357,0.537186792
39,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.182,0,90,155,0.371929825,284.6258065,276,1,18.73346612,0,515635,194.5,0.419023136,221.2818357,0.286259243
40,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.182,0,90,136,0.412408759,286.5367647,275.5,1,20.56078516,0,472523,194.5,0.416452442,221.2818357,0.2948951
41,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.182,0,90,131,0.345864662,286.1145038,273,1,28.14777539,0,497776,194.5,0.403598972,221.2818357,0.29298685
42,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.182,0,90,78,0.548484848,393.3846154,402.5,1,13.10664892,0,613545,194.5,1.06940874,221.2818357,0.77775376
43,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.182,0,90,191,0.243816254,187.895288,157,1,49.34988062,0,362111,194.5,-0.192802057,221.2818357,-0.150877941
44,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.182,0,90,65,0.617142857,417.7230769,421,1,8.649383563,0,676599,194.5,1.164524422,221.2818357,0.887742279
45,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.182,0,90,191,0.111111111,118.2774869,93,1,62.71711371,0,199150,194.5,-0.5218509,221.2818357,-0.465489399
46,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.182,0,90,0,0.718340611,0,0,0,0,0,925783,194.5,-1,221.2818357,-1
47,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.182,0,90,87,0.526315789,395.7126437,395,1,11.37993435,0,668252,194.5,1.030848329,221.2818357,0.788274408
48,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.182,0,90,232,0.133928571,102.5172414,78,1,61.00512986,0,218343,194.5,-0.598971722,221.2818357,-0.536711899
49,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.182,0,90,73,0.548484848,394.7808219,398,1,8.731937071,0,644242,194.5,1.046272494,221.2818357,0.78406339
50,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.182,0,90,225,0.027932961,13.73504274,8,0.688888889,24.67435573,0,61848,194.5,-0.958868895,221.2818357,-0.937929642
51,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.262,0,90,101,0.5,338.0990099,329,1,24.05718402,0,617086,194.5,0.69151671,221.2818357,0.527911267
52,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.262,0,90,199,0.230769231,193.120603,161,1,59.93719165,0,375144,194.5,-0.172236504,221.2818357,-0.127264096
53,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.262,0,90,255,0.021978022,17.25301205,8,0.517647059,55.29447132,0,58340,194.5,-0.958868895,221.2818357,-0.922031503
54,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.262,0,90,0,0.718015666,0,0,0,0,0,805685,194.5,-1,221.2818357,-1
55,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.262,0,90,247,0.114893617,87.13360324,63,1,61.00185403,0,217459,194.5,-0.676092545,221.2818357,-0.606232464
56,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.262,0,90,178,0.422535211,252.8033708,212,1,44.81453775,0,508143,194.5,0.089974293,221.2818357,0.142449718
57,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.262,0,90,234,0.018518519,20.37234043,9,0.576923077,47.30743143,0,66157,194.5,-0.953727506,221.2818357,-0.907934872
58,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.262,0,90,155,0.327433628,263.7483871,251,1,22.50012374,0,419110,194.5,0.290488432,221.2818357,0.191911601
59,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.262,0,90,194,0.318021201,208.3350515,170,1,46.75229143,0,429883,194.5,-0.12596401,221.2818357,-0.05850812
60,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.262,0,90,27,0.643902439,450.2592593,464,1,4.992951196,0,790803,194.5,1.385604113,221.2818357,1.034777314
61,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.262,0,90,0,0.703389831,0,0,0,0,0,712371,194.5,-1,221.2818357,-1
62,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.262,0,90,241,0.00990099,30.57142857,8,0.32780083,135.8356508,0,51366,194.5,-0.958868895,221.2818357,-0.861843931
63,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.262,0,90,48,0.643979058,435.8333333,444,1,7.952027989,0,760230,194.5,1.28277635,221.2818357,0.969584769
64,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.262,0,90,95,0.51754386,352.9263158,343,1,13.5526597,0,617314,194.5,0.763496144,221.2818357,0.594917697
65,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.262,0,90,205,0.055276382,44.60487805,32,1,59.75726824,0,109601,194.5,-0.835475578,221.2818357,-0.798425036
66,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.262,0,90,140,0.439716312,305.1785714,293.5,1,20.80137318,0,484088,194.5,0.508997429,221.2818357,0.379139731
67,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.262,0,90,162,0.409722222,314.9814815,298.5,1,21.75032619,0,507907,194.5,0.53470437,221.2818357,0.423440295
68,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.262,0,90,243,0.036458333,22.47191011,10,0.872427984,89.07853107,0,76830,194.5,-0.948586118,221.2818357,-0.898446657
69,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.262,0,90,239,0.071794872,44.22175732,30,1,59.52346286,0,113326,194.5,-0.845758355,221.2818357,-0.800156406
70,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.262,0,90,47,0.595092025,427.8723404,433,1,7.071452663,0,641170,194.5,1.22622108,221.2818357,0.933608057
71,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.262,0,90,248,0.052631579,34.76829268,22,1,50.06013071,0,90798,194.5,-0.88688946,221.2818357,-0.842877783
72,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.262,0,90,156,0.384615385,287.6474359,259.5,1,34.23710975,0,444867,194.5,0.334190231,221.2818357,0.29991436
73,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.262,0,90,144,0.372,251,233,1,29.73281698,0,452479,194.5,0.197943445,221.2818357,0.134300062
74,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.262,0,90,1,0.648854962,0,0,0,0,0,722095,194.5,-1,221.2818357,-1
75,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.262,0,90,103,0.504615385,397.0097087,395,1,11.14550188,0,588286,194.5,1.030848329,221.2818357,0.794136005
76,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.336,0,90,219,0.047619048,36.76605505,23,0.99543379,52.13172134,0,114120,194.5,-0.881748072,221.2818357,-0.833849647
77,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.336,0,90,252,0.005102041,0,0,0,0,0,37839,194.5,-1,221.2818357,-1
78,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.336,0,90,45,0.512738854,444.5111111,452,1,5.255173088,0,593147,194.5,1.323907455,221.2818357,1.008800721
79,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.336,0,90,79,0.461318052,374.1392405,373,1,12.4559916,0,606313,194.5,0.917737789,221.2818357,0.690781529
80,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.336,0,90,118,0.444444444,326.3983051,320,1,23.34781165,0,605835,194.5,0.645244216,221.2818357,0.475034334
81,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.336,0,90,212,0.142241379,110.0141509,70.5,1,82.88071901,0,250564,194.5,-0.637532134,221.2818357,-0.502832437
82,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.336,0,90,185,0.18627451,185.3567568,165,1,41.70443126,0,280186,194.5,-0.151670951,221.2818357,-0.162349878
83,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.336,0,90,217,0.196,149.4009217,122,1,54.10479414,0,298617,194.5,-0.372750643,221.2818357,-0.324838746
84,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.336,0,90,226,0.060869565,48.18666667,27,1,89.87575846,0,148979,194.5,-0.861182519,221.2818357,-0.78223849
85,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.336,0,90,220,0.03164557,27.08374384,11,0.972727273,81.46452175,0,82158,194.5,-0.94344473,221.2818357,-0.87760521
86,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.336,0,90,90,0.522099448,381.2444444,386,1,12.57120908,0,670607,194.5,0.984575835,221.2818357,0.722890825
87,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.336,0,90,179,0.086419753,107.5977654,85,1,50.15564248,0,165332,194.5,-0.562982005,221.2818357,-0.513752383
88,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.336,0,90,89,0.586666667,391.6516854,392,1,13.82397758,0,603934,194.5,1.015424165,221.2818357,0.769922435
89,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.336,0,90,233,0.261261261,142.4635193,123,1,44.64022242,0,298111,194.5,-0.367609254,221.2818357,-0.356189726
90,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.336,0,90,181,0.406626506,280.1712707,260,1,21.66122822,0,551298,194.5,0.336760925,221.2818357,0.266128645
91,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.336,0,90,164,0.309236948,257.0060976,236.5,1,35.51778885,0,396100,194.5,0.215938303,221.2818357,0.16144236
92,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.336,0,90,163,0.288990826,226.7239264,203,1,36.3107232,0,348396,194.5,0.043701799,221.2818357,0.024593481
93,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.336,0,90,211,0.005714286,22.25,20.5,0.061611374,14.30337079,0,30142,194.5,-0.894601542,221.2818357,-0.899449496
94,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.336,0,90,171,0.26635514,218.5964912,197,1,37.56987159,0,356480,194.5,0.01285347,221.2818357,-0.012135404
95,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.336,0,90,119,0.498765432,362.4789916,363,1,19.57644015,0,682518,194.5,0.866323907,221.2818357,0.638087421
96,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.336,0,90,24,0.621468927,450.0833333,463.5,1,6.729365737,0,608182,194.5,1.383033419,221.2818357,1.033982283
97,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.336,0,90,112,0.492795389,380.3482143,378.5,1,13.82458688,0,612681,194.5,0.946015424,221.2818357,0.71884065
98,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.336,0,90,200,0,0,0,0,0,0,31972,194.5,-1,221.2818357,-1
99,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.336,0,90,66,0.536193029,429.5606061,440.5,1,7.16239069,0,715347,194.5,1.264781491,221.2818357,0.941237538
100,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.336,0,90,245,0.004587156,0,0,0,0,0,27812,194.5,-1,221.2818357,-1
101,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.405,0,90,228,0.036458333,28.92893401,11,0.951754386,122.9235043,0,89812,194.5,-0.94344473,221.2818357,-0.869266567
102,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.405,0,90,97,0.487804878,357.814433,356,1,17.97430347,0,581395,194.5,0.83033419,221.2818357,0.617007703
103,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.405,0,90,224,0.1875,149.3035714,124,1,51.16710888,0,277127,194.5,-0.362467866,221.2818357,-0.325278684
104,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.405,0,90,230,0,0,0,0,0,0,24421,194.5,-1,221.2818357,-1
105,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.405,0,90,182,0.307407407,216.4010989,183.5,1,45.45119738,0,377989,194.5,-0.05655527,221.2818357,-0.022056654
106,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.405,0,90,93,0.514705882,353.7741935,361,1,21.51274773,0,634875,194.5,0.856041131,221.2818357,0.598749361
107,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.405,0,90,51,0.587349398,410.7647059,417,1,7.359404268,0,635575,194.5,1.143958869,221.2818357,0.856296539
108,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.405,0,90,39,0.593896714,441.6666667,464,1,9.560476663,0,705040,194.5,1.385604113,221.2818357,0.995946324
109,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.405,0,90,113,0.490666667,339.7699115,327,1,18.5583578,0,613589,194.5,0.681233933,221.2818357,0.535462278
110,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.405,0,90,56,0.573446328,416.375,413,1,6.417253896,0,633344,194.5,1.123393316,221.2818357,0.881650153
111,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.405,0,90,239,0.026455026,22.41758242,10,0.615062762,105.333061,0,63171,194.5,-0.948586118,221.2818357,-0.898692171
112,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.405,0,90,220,0.036842105,19.22926829,12,0.981818182,22.71257498,0,82186,194.5,-0.938303342,221.2818357,-0.913100557
