[run number],SimplePond,last-day,birth_pulses,ini-tadpoles-per-pondpatch,Bd-inf-tadpoles-per-infpondpatch,inf-ponds,tad-mort,meta-mort,t-movement,m-land,baseline_smax,baseline_spn_clearance,baseline_est,baseline_shedding,v-efficacy,v-coverage,vaccination-day,relative_variation,natural_imm_efficacy,c_smax,c_clear,c_est,c_shedding,[step],count metamorphs,prop_deaths_due_to_bd,avg_spn_inten_metas,median_spn_inten_metas,metas_prev,aggregation_inten_metas,realized-coverage,total-zsp-density,control_spn_median,relative_spn_median,control_spn_mean,rel_spn_mean
2198,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.8,0,0.1,0,0,0,0.588,0,90,175,0.25,203.7542857,180,1,61.6652267,0.8,208896,194.5,-0.074550129,221.2818357,-0.079209168
2199,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.8,0,0.1,0,0,0,0.588,0,90,0,0.858490566,0,0,0,0,0.8,690747,194.5,-1,221.2818357,-1
2200,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.8,0,0.1,0,0,0,0.588,0,90,0,0.719008264,0,0,0,0,0.8,502996,194.5,-1,221.2818357,-1
2201,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.8,0,0.1,0,0,0,0.642,0,90,0,0.831533477,0,0,0,0,0.8,736844,194.5,-1,221.2818357,-1
2202,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.8,0,0.1,0,0,0,0.642,0,90,0,0.651515152,0,0,0,0,0.8,378417,194.5,-1,221.2818357,-1
2203,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.8,0,0.1,0,0,0,0.642,0,90,0,0.789940828,0,0,0,0,0.8,661361,194.5,-1,221.2818357,-1
2204,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.8,0,0.1,0,0,0,0.642,0,90,0,0.727058824,0,0,0,0,0.8,471884,194.5,-1,221.2818357,-1
2205,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.8,0,0.1,0,0,0,0.642,0,90,0,0.721227621,0,0,0,0,0.8,449335,194.5,-1,221.2818357,-1
2206,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.8,0,0.1,0,0,0,0.642,0,90,0,0.795865633,0,0,0,0,0.8,599025,194.5,-1,221.2818357,-1
2207,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.8,0,0.1,0,0,0,0.642,0,90,3,0.672064777,465,480,1,1.87311828,0.8,444648,194.5,1.467866324,221.2818357,1.101392545
2208,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.8,0,0.1,0,0,0,0.642,0,90,1,0.751740139,0,0,0,0,0.8,439009,194.5,-1,221.2818357,-1
2209,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.8,0,0.1,0,0,0,0.642,0,90,0,0.752873563,0,0,0,0,0.8,646952,194.5,-1,221.2818357,-1
2210,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.8,0,0.1,0,0,0,0.642,0,90,0,0.787401575,0,0,0,0,0.8,574706,194.5,-1,221.2818357,-1
2211,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.8,0,0.1,0,0,0,0.642,0,90,0,0.817155756,0,0,0,0,0.8,778923,194.5,-1,221.2818357,-1
2212,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.8,0,0.1,0,0,0,0.642,0,90,0,0.853185596,0,0,0,0,0.8,816587,194.5,-1,221.2818357,-1
2213,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.8,0,0.1,0,0,0,0.642,0,90,0,0.712041885,0,0,0,0,0.8,480064,194.5,-1,221.2818357,-1
2214,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.8,0,0.1,0,0,0,0.642,0,90,2,0.717693837,503.5,503.5,1,9.93E-04,0.8,518183,194.5,1.588688946,221.2818357,1.27537881
2215,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.8,0,0.1,0,0,0,0.642,0,90,0,0.694570136,0,0,0,0,0.8,516001,194.5,-1,221.2818357,-1
2216,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.8,0,0.1,0,0,0,0.642,0,90,0,0.837416481,0,0,0,0,0.8,880644,194.5,-1,221.2818357,-1
2217,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.8,0,0.1,0,0,0,0.642,0,90,0,0.837320574,0,0,0,0,0.8,640037,194.5,-1,221.2818357,-1
2218,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.8,0,0.1,0,0,0,0.642,0,90,0,0.723880597,0,0,0,0,0.8,459954,194.5,-1,221.2818357,-1
2219,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.8,0,0.1,0,0,0,0.642,0,90,0,0.748826291,0,0,0,0,0.8,601923,194.5,-1,221.2818357,-1
2220,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.8,0,0.1,0,0,0,0.642,0,90,0,0.821686747,0,0,0,0,0.8,800863,194.5,-1,221.2818357,-1
2221,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.8,0,0.1,0,0,0,0.642,0,90,0,0.800829876,0,0,0,0,0.8,845730,194.5,-1,221.2818357,-1
2222,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.8,0,0.1,0,0,0,0.642,0,90,0,0.75,0,0,0,0,0.8,478419,194.5,-1,221.2818357,-1
2223,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.8,0,0.1,0,0,0,0.642,0,90,0,0.847938144,0,0,0,0,0.8,787050,194.5,-1,221.2818357,-1
2224,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.8,0,0.1,0,0,0,0.642,0,90,1,0.700258398,0,0,0,0,0.8,402846,194.5,-1,221.2818357,-1
2225,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.8,0,0.1,0,0,0,0.642,0,90,2,0.708641975,489.5,489.5,1,0.123595506,0.8,413497,194.5,1.516709512,221.2818357,1.212111077
2226,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.8,0,0.1,0,0,0,0.693,0,90,5,0.637339056,446.8,437,1,2.892121755,0.8,422589,194.5,1.246786632,221.2818357,1.019144493
2227,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.8,0,0.1,0,0,0,0.693,0,90,7,0.663346614,438.4285714,408,1,7.876507006,0.8,462766,194.5,1.097686375,221.2818357,0.981312971
2228,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.8,0,0.1,0,0,0,0.693,0,90,0,0.665816327,0,0,0,0,0.8,462541,194.5,-1,221.2818357,-1
2229,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.8,0,0.1,0,0,0,0.693,0,90,0,0.679452055,0,0,0,0,0.8,387961,194.5,-1,221.2818357,-1
2230,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.8,0,0.1,0,0,0,0.693,0,90,0,0.805620609,0,0,0,0,0.8,792895,194.5,-1,221.2818357,-1
2231,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.8,0,0.1,0,0,0,0.693,0,90,0,0.837053571,0,0,0,0,0.8,728471,194.5,-1,221.2818357,-1
2232,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.8,0,0.1,0,0,0,0.693,0,90,0,0.839912281,0,0,0,0,0.8,796664,194.5,-1,221.2818357,-1
2233,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.8,0,0.1,0,0,0,0.693,0,90,0,0.709183673,0,0,0,0,0.8,441620,194.5,-1,221.2818357,-1
2234,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.8,0,0.1,0,0,0,0.693,0,90,0,0.778290993,0,0,0,0,0.8,673080,194.5,-1,221.2818357,-1
2235,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.8,0,0.1,0,0,0,0.693,0,90,0,0.758186398,0,0,0,0,0.8,536908,194.5,-1,221.2818357,-1
2236,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.8,0,0.1,0,0,0,0.693,0,90,0,0.848484848,0,0,0,0,0.8,965302,194.5,-1,221.2818357,-1
2237,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.8,0,0.1,0,0,0,0.693,0,90,0,0.682719547,0,0,0,0,0.8,411852,194.5,-1,221.2818357,-1
2238,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.8,0,0.1,0,0,0,0.693,0,90,0,0.667381974,0,0,0,0,0.8,517183,194.5,-1,221.2818357,-1
2239,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.8,0,0.1,0,0,0,0.693,0,90,0,0.813432836,0,0,0,0,0.8,839230,194.5,-1,221.2818357,-1
2240,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.8,0,0.1,0,0,0,0.693,0,90,0,0.798882682,0,0,0,0,0.8,496598,194.5,-1,221.2818357,-1
2241,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.8,0,0.1,0,0,0,0.693,0,90,0,0.833723653,0,0,0,0,0.8,855091,194.5,-1,221.2818357,-1
2242,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.8,0,0.1,0,0,0,0.693,0,90,0,0.77672956,0,0,0,0,0.8,441834,194.5,-1,221.2818357,-1
2243,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.8,0,0.1,0,0,0,0.693,0,90,0,0.757303371,0,0,0,0,0.8,545075,194.5,-1,221.2818357,-1
2244,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.8,0,0.1,0,0,0,0.693,0,90,2,0.664728682,467,467,1,0.154175589,0.8,484013,194.5,1.401028278,221.2818357,1.110430793
2245,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.8,0,0.1,0,0,0,0.693,0,90,0,0.812048193,0,0,0,0,0.8,653160,194.5,-1,221.2818357,-1
2246,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.8,0,0.1,0,0,0,0.693,0,90,0,0.833333333,0,0,0,0,0.8,712756,194.5,-1,221.2818357,-1
2247,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.8,0,0.1,0,0,0,0.693,0,90,0,0.790419162,0,0,0,0,0.8,533361,194.5,-1,221.2818357,-1
2248,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.8,0,0.1,0,0,0,0.693,0,90,0,0.901176471,0,0,0,0,0.8,1071455,194.5,-1,221.2818357,-1
2249,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.8,0,0.1,0,0,0,0.693,0,90,205,0,0,0,0,0,0.8,11545,194.5,-1,221.2818357,-1
2250,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.8,0,0.1,0,0,0,0.693,0,90,0,0.856368564,0,0,0,0,0.8,728333,194.5,-1,221.2818357,-1
2251,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.9,0,0.1,0,0,0,0.095,0,90,188,0.281954887,219.1117021,190.5,1,47.96275716,0.9,384355,194.5,-0.020565553,221.2818357,-0.009807102
2252,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.9,0,0.1,0,0,0,0.095,0,90,35,0.570093458,448.4571429,449,1,3.827153415,0.9,627180,194.5,1.30848329,221.2818357,1.026633327
2253,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.9,0,0.1,0,0,0,0.095,0,90,166,0.308016878,195.9819277,166,1,51.03522354,0.9,336786,194.5,-0.146529563,221.2818357,-0.114333415
2254,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.9,0,0.1,0,0,0,0.095,0,90,13,0.648854962,468.2307692,479,1,5.035677126,0.9,623107,194.5,1.462724936,221.2818357,1.115992791
2255,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.9,0,0.1,0,0,0,0.095,0,90,206,0.282312925,154.0631068,127.5,1,51.66986798,0.9,299373,194.5,-0.344473008,221.2818357,-0.303769755
2256,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.9,0,0.1,0,0,0,0.095,0,90,85,0.517326733,394.0470588,390,1,10.92194338,0.9,654806,194.5,1.005141388,221.2818357,0.780747423
2257,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.9,0,0.1,0,0,0,0.095,0,90,0,0.793611794,0,0,0,0,0.9,1132652,194.5,-1,221.2818357,-1
2258,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.9,0,0.1,0,0,0,0.095,0,90,92,0.563291139,423.5217391,425.5,1,8.256642649,0.9,546759,194.5,1.187660668,221.2818357,0.913947151
2259,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.9,0,0.1,0,0,0,0.095,0,90,0,0.697885196,0,0,0,0,0.9,646997,194.5,-1,221.2818357,-1
2260,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.9,0,0.1,0,0,0,0.095,0,90,261,0.014218009,46,18,0.08045977,103.1180124,0.9,28350,194.5,-0.907455013,221.2818357,-0.792120307
2261,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.9,0,0.1,0,0,0,0.095,0,90,215,0.126829268,126.7069767,98,1,62.68567845,0.9,193248,194.5,-0.496143959,221.2818357,-0.427395492
2262,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.9,0,0.1,0,0,0,0.095,0,90,2,0.682432432,488.5,488.5,1,0.172978506,0.9,741615,194.5,1.511568123,221.2818357,1.207591954
2263,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.9,0,0.1,0,0,0,0.095,0,90,127,0.444043321,347.3937008,339,1,18.5873077,0.9,510947,194.5,0.742930591,221.2818357,0.569915125
2264,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.9,0,0.1,0,0,0,0.095,0,90,180,0.320197044,280.8388889,269.5,1,29.58881163,0.9,363288,194.5,0.385604113,221.2818357,0.269145694
2265,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.9,0,0.1,0,0,0,0.095,0,90,5,0.651376147,481.2,491,1,1.972568579,0.9,777920,194.5,1.524421594,221.2818357,1.17460235
2266,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.9,0,0.1,0,0,0,0.095,0,90,168,0.380597015,262.8333333,236,1,38.09735001,0.9,432473,194.5,0.213367609,221.2818357,0.18777636
2267,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.9,0,0.1,0,0,0,0.095,0,90,58,0.555555556,424.5862069,432.5,1,8.43273334,0.9,588319,194.5,1.223650386,221.2818357,0.918757613
2268,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.9,0,0.1,0,0,0,0.095,0,90,0,0.75070028,0,0,0,0,0.9,854420,194.5,-1,221.2818357,-1
2269,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.9,0,0.1,0,0,0,0.095,0,90,107,0.402390438,349.7102804,350,1,17.55080887,0.9,447438,194.5,0.799485861,221.2818357,0.580384035
2270,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.9,0,0.1,0,0,0,0.095,0,90,188,0.175213675,152.8138298,119,1,65.53773386,0.9,249682,194.5,-0.388174807,221.2818357,-0.309415392
2271,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.9,0,0.1,0,0,0,0.095,0,90,3,0.62755102,467.3333333,458,1,4.096291013,0.9,632829,194.5,1.354755784,221.2818357,1.111937167
2272,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.9,0,0.1,0,0,0,0.095,0,90,145,0.333333333,265.3241379,249,1,27.9660489,0.9,376606,194.5,0.280205656,221.2818357,0.199032614
2273,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.9,0,0.1,0,0,0,0.095,0,90,43,0.568322981,459.4883721,477,1,4.629100208,0.9,559492,194.5,1.452442159,221.2818357,1.076484817
2274,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.9,0,0.1,0,0,0,0.095,0,90,133,0.433460076,360.4135338,366,1,13.98671654,0.9,491721,194.5,0.881748072,221.2818357,0.628753362
2275,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.9,0,0.1,0,0,0,0.095,0,90,105,0.467048711,349.2761905,342,1,17.81527628,0.9,564513,194.5,0.758354756,221.2818357,0.578422329
2276,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.9,0,0.1,0,0,0,0.182,0,90,216,0.154867257,190.5,161,1,50.34760422,0.9,252029,194.5,-0.172236504,221.2818357,-0.139106925
2277,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.9,0,0.1,0,0,0,0.182,0,90,0,0.649076517,0,0,0,0,0.9,652491,194.5,-1,221.2818357,-1
2278,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.9,0,0.1,0,0,0,0.182,0,90,1,0.639296188,0,0,0,0,0.9,491900,194.5,-1,221.2818357,-1
2279,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.9,0,0.1,0,0,0,0.182,0,90,190,0.222727273,181.4105263,148,1,58.73083354,0.9,300327,194.5,-0.23907455,221.2818357,-0.180183381
2280,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.9,0,0.1,0,0,0,0.182,0,90,10,0.634551495,467.6,474,1,3.965022336,0.9,493730,194.5,1.437017995,221.2818357,1.113142267
2281,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.9,0,0.1,0,0,0,0.182,0,90,0,0.694235589,0,0,0,0,0.9,626394,194.5,-1,221.2818357,-1
2282,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.9,0,0.1,0,0,0,0.182,0,90,146,0.353159851,299.2328767,297.5,1,25.31415744,0.9,401219,194.5,0.529562982,221.2818357,0.352270401
2283,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.9,0,0.1,0,0,0,0.182,0,90,252,0,0,0,0,0,0.9,31775,194.5,-1,221.2818357,-1
2284,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.9,0,0.1,0,0,0,0.182,0,90,96,0.522522523,363.8125,357.5,1,13.13813326,0.9,544463,194.5,0.838046272,221.2818357,0.644113711
2285,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.9,0,0.1,0,0,0,0.182,0,90,222,0.006289308,150.5,150.5,0.058558559,97.1461794,0.9,38462,194.5,-0.22622108,221.2818357,-0.319871875
2286,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.9,0,0.1,0,0,0,0.182,0,90,0,0.77994429,0,0,0,0,0.9,764929,194.5,-1,221.2818357,-1
2287,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.9,0,0.1,0,0,0,0.182,0,90,1,0.61707989,0,0,0,0,0.9,539048,194.5,-1,221.2818357,-1
2288,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.9,0,0.1,0,0,0,0.182,0,90,0,0.661157025,0,0,0,0,0.9,577195,194.5,-1,221.2818357,-1
2289,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.9,0,0.1,0,0,0,0.182,0,90,227,0.21978022,163.5991189,131,1,61.21656288,0.9,281130,194.5,-0.326478149,221.2818357,-0.260675336
2290,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.9,0,0.1,0,0,0,0.182,0,90,101,0.431034483,368.6534653,368,1,14.57609712,0.9,454275,194.5,0.892030848,221.2818357,0.665990632
2291,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.9,0,0.1,0,0,0,0.182,0,90,10,0.650837989,456.2,452,1,2.987870817,0.9,508480,194.5,1.323907455,221.2818357,1.061624256
2292,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.9,0,0.1,0,0,0,0.182,0,90,150,0.394160584,312.3866667,303.5,1,19.94670404,0.9,429839,194.5,0.560411311,221.2818357,0.411714006
2293,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.9,0,0.1,0,0,0,0.182,0,90,0,0.636929461,0,0,0,0,0.9,623097,194.5,-1,221.2818357,-1
2294,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.9,0,0.1,0,0,0,0.182,0,90,126,0.441176471,307.7301587,306,1,24.98284417,0.9,476479,194.5,0.573264781,221.2818357,0.39067067
2295,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.9,0,0.1,0,0,0,0.182,0,90,0,0.726829268,0,0,0,0,0.9,688555,194.5,-1,221.2818357,-1
2296,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.9,0,0.1,0,0,0,0.182,0,90,223,0.027932961,22.36842105,8,0.901345291,128.6461176,0.9,57800,194.5,-0.958868895,221.2818357,-0.898914337
2297,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.9,0,0.1,0,0,0,0.182,0,90,189,0.385159011,237.5343915,220,1,31.35727397,0.9,401335,194.5,0.131105398,221.2818357,0.073447311
2298,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.9,0,0.1,0,0,0,0.182,0,90,2,0.637075718,501,501,1,0.063872255,0.9,520118,194.5,1.575835476,221.2818357,1.264081
2299,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.9,0,0.1,0,0,0,0.182,0,90,0,0.743801653,0,0,0,0,0.9,754534,194.5,-1,221.2818357,-1
2300,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.9,0,0.1,0,0,0,0.182,0,90,128,0.414141414,357.734375,357,1,18.92696648,0.9,456408,194.5,0.835475578,221.2818357,0.616645911
2301,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.9,0,0.1,0,0,0,0.262,0,90,0,0.693467337,0,0,0,0,0.9,616055,194.5,-1,221.2818357,-1
2302,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.9,0,0.1,0,0,0,0.262,0,90,1,0.710920771,0,0,0,0,0.9,611928,194.5,-1,221.2818357,-1
2303,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.9,0,0.1,0,0,0,0.262,0,90,37,0.583098592,431.5135135,444,1,9.267331969,0.9,497536,194.5,1.28277635,221.2818357,0.950062969
2304,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.9,0,0.1,0,0,0,0.262,0,90,0,0.724852071,0,0,0,0,0.9,551594,194.5,-1,221.2818357,-1
2305,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.9,0,0.1,0,0,0,0.262,0,90,83,0.431372549,389.9518072,393,1,15.99871892,0.9,418977,194.5,1.020565553,221.2818357,0.762240475
2306,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.9,0,0.1,0,0,0,0.262,0,90,0,0.774647887,0,0,0,0,0.9,672386,194.5,-1,221.2818357,-1
2307,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.9,0,0.1,0,0,0,0.262,0,90,46,0.573573574,433.9565217,451,1,8.710238342,0.9,476968,194.5,1.318766067,221.2818357,0.961103225
2308,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.9,0,0.1,0,0,0,0.262,0,90,0,0.693467337,0,0,0,0,0.9,627791,194.5,-1,221.2818357,-1
2309,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.9,0,0.1,0,0,0,0.262,0,90,0,0.75255102,0,0,0,0,0.9,869086,194.5,-1,221.2818357,-1
2310,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.9,0,0.1,0,0,0,0.262,0,90,161,0.396296296,344.552795,342,1,20.45430006,0.9,394958,194.5,0.758354756,221.2818357,0.55707672
2311,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.9,0,0.1,0,0,0,0.262,0,90,0,0.747272727,0,0,0,0,0.9,851570,194.5,-1,221.2818357,-1
2312,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.9,0,0.1,0,0,0,0.262,0,90,151,0.462328767,373.1854305,368,1,14.69422867,0.9,416953,194.5,0.892030848,221.2818357,0.686471143
